Epoch,Loss,MSE,MAE
53,0.3557820129208267,0.005832492015095519,0.07637075366326772
54,0.34489140775986016,0.005653957504260003,0.07519280221045099
55,0.3428621804341674,0.005620691482527334,0.07497127104783094
56,0.3426905416417867,0.005617877731832569,0.07495250317255968
57,0.39032877376303077,0.0063988323567709966,0.0799927018969293
58,0.30013587698340416,0.004920260278416462,0.07014456699143891
59,0.30667065526358783,0.005027387791206358,0.0709040745740776
60,0.3330267353449017,0.005459454677785273,0.07388812271119949
61,0.32635191129520535,0.005350031332708284,0.07314390837730976
62,0.3267412579152733,0.005356414064184808,0.073187526698098
63,0.2987112433183938,0.004896905628170391,0.06997789385349056
64,0.3294614756014198,0.005401007796744587,0.07349154915188948
65,0.3448311658576131,0.005652969932092018,0.07518623499080146
66,0.33402411616407335,0.005475805183017596,0.07399868365732999
67,0.3409656735602766,0.0055896012059061745,0.07476363558513038
68,0.3191240280866623,0.005231541444043644,0.07232939543535287
69,0.3324396861717105,0.005449830920847713,0.07382297014376835
70,0.31955630774609745,0.005238627995837663,0.07237836690501978
71,0.30389652005396783,0.004981910164819144,0.07058264776004897
72,0.28014270844869316,0.004592503417191691,0.06776801175474821
73,0.2789361022878438,0.004572722988325308,0.06762191204280835
74,0.3007021538214758,0.0049295435052700955,0.07021070791033299
75,0.2854288681410253,0.004679161772803694,0.06840439878256145
76,0.3000753738451749,0.004919268423691392,0.07013749655991003
77,0.2855263347737491,0.004680759586454903,0.06841607695896414
78,0.2775664326036349,0.004550269386944835,0.06745568461549283
79,0.37571142497472465,0.00615920368811024,0.07848059434095947
80,0.3609308251179755,0.005916898772425828,0.0769213804635995
81,0.28860037378035486,0.004731153668530407,0.06878338221206055
82,0.2911134688183665,0.004772351947842074,0.06908221151528138
83,0.2749990674201399,0.004508181433117047,0.06714299243492985
84,0.27079673763364553,0.004439290780879435,0.06662800297832312
85,0.2790790949948132,0.004575067131062512,0.06763924253761652
86,0.2711830713087693,0.00444562411981589,0.06667551364493483
87,0.26420301478356123,0.0043311969636649385,0.06581182996745295
88,0.23643466411158442,0.0038759781001899084,0.06225735378403027
89,0.26078707713168114,0.004275197985765264,0.06538499817056864
90,0.24550217832438648,0.0040246258741702704,0.06343993910913116
91,0.26036826032213867,0.004268332136428503,0.06533247382755764
92,0.26847221050411463,0.004401183778755978,0.0663414182751317
93,0.24761039577424526,0.0040591868159712335,0.06371174786466961
94,0.2982998937368393,0.004890162192407201,0.06992969463973943
95,0.2542747074039653,0.004168437826294513,0.06456344032263549
96,0.2668401887640357,0.004374429324000585,0.06613946873086134
97,0.24719689250923693,0.004052408073921917,0.06365852711084287
98,0.24685664440039545,0.004046830236072056,0.06361470141462629
99,0.26978503179270774,0.004422705439224717,0.06650342426691062
100,0.2605770188383758,0.0042717544071864885,0.06535865977195744
101,0.26254820893518627,0.00430406899893748,0.06560540373275268
102,0.2399199476931244,0.003933113896608597,0.06271454294347202
103,0.2637277275789529,0.004323405370146769,0.06575260732584502
104,0.26035685767419636,0.004268145207773711,0.06533104321663409
105,0.27638440835289657,0.00453089194021142,0.06731190043529761
106,0.23709440778475255,0.003886793570241845,0.06234415425877429
107,0.2666915776208043,0.00437199307575089,0.0661210486588869
108,0.25101136858575046,0.00411494046861886,0.06414780174424421
109,0.24761716451030225,0.004059297778857414,0.06371261867838594
110,0.24728297512046993,0.004053819264269998,0.06366961020981672
111,0.24217450758442283,0.003970073894826604,0.06300852239837564
112,0.2340831235051155,0.0038374282541822216,0.06194697937899976
113,0.24255597894079983,0.003976327523619669,0.06305812813285587
114,0.22774639585986733,0.0037335474731125793,0.06110276158335709
115,0.2675221224781126,0.00438560856521496,0.0662239274372561
116,0.25882739608641714,0.004243072066990445,0.06513886755993264
117,0.24440879188477993,0.004006701506307868,0.06329851109076633
118,0.23683219298254699,0.0038824949669269996,0.062309669931135084
119,0.25280802859924734,0.004144393911463071,0.06437696724344097
120,0.21913694590330124,0.0035924089492344467,0.0599367078611634
121,0.22395242645870894,0.003671351253421458,0.060591676436796645
122,0.23797791474498808,0.003901277290901444,0.062460205658494625
123,0.2512010227655992,0.004118049553534413,0.06417203092885881
124,0.2068589598638937,0.0033911304895720275,0.058233413858128115
125,0.21149363438598812,0.0034671087604260346,0.05888215995041312
126,0.20898387231864035,0.0034259651199777105,0.05853174454924191
127,0.2148914256831631,0.0035228102571010344,0.0593532666085114
128,0.2541719067376107,0.004166752569469028,0.0645503878336066
129,0.2762980505358428,0.004529476238292505,0.0673013836283661
130,0.22503344365395606,0.003689072846786165,0.06073773824226718
131,0.2676870357245207,0.004388312061057716,0.06624433606775539
132,0.2315037304069847,0.0037951431214259786,0.06160473294663307
133,0.21400075790006667,0.003508209145902732,0.05923013714235965
134,0.20756228012032807,0.0034026603298414437,0.05833232662804942
135,0.252047992660664,0.004131934305912525,0.06428012372353156
136,0.21975103148724884,0.003602475926020473,0.06002062917048165
137,0.25499622873030603,0.004180266044759115,0.06465497695273825
138,0.21323065552860498,0.0034955845168623766,0.059123468410288454
139,0.18729861453175545,0.0030704690906845156,0.055411813638289405
140,0.22978093544952571,0.0037669005811397658,0.061375081109028
141,0.228596325032413,0.0037474807382362786,0.0612166704275582
142,0.26265596284065396,0.004305835456404164,0.06561886509536845
143,0.21323230536654592,0.0034956115633859985,0.05912369713901524
144,0.19821613235399127,0.0032494447926883813,0.05700390155672137
145,0.20134701067581773,0.003300770666816684,0.057452333867447754
146,0.21347311325371265,0.0034995592336674207,0.05915707255829535
147,0.20608872082084417,0.003378503620013839,0.0581248967312101
148,0.2079097458627075,0.003408356489552582,0.05838113128017118
149,0.2001298302784562,0.0032808168898107574,0.05727841556651823
150,0.17367772513534874,0.002847175821890963,0.053358933852645174
151,0.18283852527383715,0.0029973528733415926,0.054748085567822305
152,0.1751028224825859,0.0028705380734850147,0.05357740263847264
153,0.17560319288168103,0.0028787408669128036,0.053653898897589945
154,0.18102653441019356,0.0029676481050851405,0.05447612417458809
155,0.18574215203989297,0.003044953312129393,0.05518109560464882
156,0.18230335391126573,0.0029885795723158318,0.05466790257834877
157,0.1934862694470212,0.003171906056508544,0.056319677347340544
158,0.1991169546963647,0.0032642123720715527,0.05713328602549964
159,0.1829733595950529,0.0029995632720500476,0.054768268842917134
160,0.19065711204893887,0.003125526427031785,0.05590640774572969
161,0.21511015587020665,0.0035263959978722404,0.05938346569435166
162,0.18540828372351825,0.003039480061041283,0.055131479764661526
163,0.190341223962605,0.003120347933813197,0.05586007459548543
164,0.20045122446026653,0.0032860856468896154,0.05732438963381656
165,0.19615223654545844,0.00321561043517145,0.056706352687961245
166,0.1846125164302066,0.0030264346955771572,0.05501304114096182
167,0.18770117254462093,0.003077068402370835,0.055471329552939645
168,0.17943478329107165,0.0029415538244437975,0.054236093373728506
169,0.1666605385253206,0.0027321399758249276,0.05226987637085942
170,0.21668805927038193,0.0035522632667275727,0.05960086632531085
171,0.1801047712797299,0.002952537234093933,0.054337254568978116
172,0.17821779754012823,0.002921603238362758,0.05405185693722981
173,0.24822352989576757,0.0040692381950125835,0.06379058077030325
174,0.17775224067736417,0.0029139711586453143,0.05398121116319376
175,0.18591406743507832,0.003047771597296366,0.05520662638937799
176,0.16770675929728895,0.00274929113602113,0.0524336832200555
177,0.1804931809892878,0.002958904606381767,0.05439581423585611
178,0.1741346501512453,0.002854666395922054,0.053429078187088856
179,0.1895335897570476,0.003107108028804059,0.05574143906290955
180,0.17316028894856572,0.0028386932614518972,0.05327938871131967
181,0.16163040953688323,0.0026496788448669385,0.051475031276017096
182,0.17297056259121746,0.002835582993298647,0.05325019242499173
183,0.15585040592122823,0.0025549246872332496,0.050546262841413406
184,0.1572981176432222,0.002578657666282331,0.050780485093019065
185,0.1657443466829136,0.0027171204374248133,0.05212600538526632
186,0.15705322357825935,0.0025746430094796616,0.05074094017142037
187,0.16641492035705596,0.002728113448476327,0.052231345459181185
188,0.15279348602052778,0.0025048112462381605,0.05004808933653872
189,0.15097967314068228,0.002475076608863644,0.04975014179742249
190,0.16719536134041846,0.0027409075629576795,0.05235367764501057
191,0.1465471499832347,0.0024024122948071262,0.049014409052921634
192,0.15894978470169008,0.0026057341754375423,0.05104639238415916
193,0.15794258506502956,0.002589222705984091,0.05088440533192946
194,0.1944111172342673,0.003187067495643726,0.05645411850028061
195,0.16567390121053904,0.002715965593615394,0.05211492678317215
196,0.20722466928418726,0.003397125725970283,0.05828486704085618
197,0.16316539340186864,0.002674842514784732,0.05171887967449345
198,0.19726371113210917,0.0032338313300345764,0.05686678582472001
199,0.14608025539200753,0.0023947582851148773,0.048936267584633764
200,0.14654597046319395,0.0024023929584130158,0.049014211800385156
201,0.1671323012560606,0.0027398737910829607,0.05234380375061561
202,0.13432285655289888,0.0022020140418508014,0.04692562244500121
203,0.16787844081409276,0.002752105587116275,0.0524605145525306
204,0.17190065898466855,0.0028180435899125993,0.05308524832674892
205,0.16905240406049415,0.002771350886237609,0.052643621515218814
206,0.16707375121768564,0.0027389139543882893,0.052334634367580034
207,0.16365546348970383,0.0026828764506508823,0.05179649071752721
208,0.14132828614674509,0.002316857149946641,0.04813374232226953
209,0.14986711530946195,0.002456837955892819,0.04956650033937053
210,0.14985056780278683,0.0024565666852915872,0.04956376383298172
211,0.17028534144628793,0.00279156297452931,0.052835243678148305
212,0.14529659284744412,0.002381911358154822,0.048804829250339785
213,0.14716286002658308,0.0024125059020751326,0.04911726684247743
214,0.16371375531889498,0.0026838320544081144,0.051805714495681984
215,0.17738947458565235,0.0029080241735352846,0.05392609918708458
216,0.14713257423136383,0.002412009413628915,0.04911221246929235
217,0.14284337812568992,0.002341694723371966,0.048391060366269785
218,0.15735360770486295,0.002579567339423983,0.05078944121984394
219,0.14997539308387786,0.002458613001375047,0.049584402803452686
220,0.13414233271032572,0.0021990546345955035,0.046894078886310406
221,0.13469197845552117,0.002208065220582314,0.046990054485841086
222,0.1252403687685728,0.0020531207994848003,0.04531137604934108
223,0.14245851256418973,0.0023353854518719627,0.048325825930572185
224,0.1546063550049439,0.0025345304099171134,0.05034411991401889
225,0.14634806290268898,0.0023991485721752293,0.04898110423597277
226,0.14639217325020581,0.002399871692626325,0.04898848530651182
227,0.15999542572535574,0.002622875831563209,0.05121401987310906
228,0.15204981877468526,0.0024926199799128732,0.04992614525389351
229,0.13100292487069964,0.0021475889323065516,0.04634208597275862
230,0.13693155942019075,0.002244779662626078,0.047379105760093
231,0.1518374577863142,0.0024891386522346588,0.04989126829651316
232,0.1879347062204033,0.0030808968232853002,0.05550582693092051
233,0.1652328522177413,0.0027087352822580545,0.05204551164373403
234,0.13154400733765215,0.002156459136682822,0.046437690906017515
235,0.16087679693009704,0.0026373245398376563,0.05135488817861116
236,0.15185393684078008,0.002489408800668526,0.049893975594940576
237,0.14790074236225337,0.0024246023338074323,0.049240251154999526
238,0.14735581655986607,0.002415669123932231,0.049149457005466815
239,0.13218689477071166,0.0021669982749296995,0.04655102872042356
240,0.14056230045389384,0.0023043000074408826,0.04800312497578551
241,0.15013335179537535,0.0024612024884487762,0.04961050784308478
242,0.15220713696908206,0.0024951989667062633,0.04995196659498266
243,0.14924293558578938,0.002446605501406383,0.04946317318375746
244,0.14740378386341035,0.0024164554731706616,0.04915745592654955
245,0.14140502456575632,0.0023181151568156776,0.048146808376212
246,0.13544761133380234,0.002220452644816432,0.0471216791383375
247,0.13549022044753656,0.0022211511548776487,0.04712909032516593
248,0.1401771786622703,0.002297986535447054,0.04793731881787981
249,0.14609532378381118,0.002395005307931331,0.04893879144330529
250,0.14070393051952124,0.00230662181179543,0.04802730277452014
251,0.13760725467000157,0.002255856633934452,0.047495859124079984
252,0.1222662532236427,0.0020043648069449625,0.044770132978861725
253,0.12427275854861364,0.0020372583368625185,0.045135998237133504
254,0.14292665815446526,0.002343059969745332,0.048405164701148695
255,0.12805961887352169,0.0020993380143200274,0.04581853352432864
256,0.17016293213237077,0.0027895562644650947,0.05281625000381128
257,0.1562885280000046,0.0025621070163935177,0.05061726006406824
258,0.1409578698221594,0.002310784751182941,0.04807062253791749
259,0.13915797363733873,0.0022812782563498154,0.0477627287364302
260,0.12061258009634912,0.0019772554114155594,0.04446634020712251
261,0.13452617026632652,0.0022053470535463365,0.046961122788391
262,0.13543929357547313,0.00222031628812251,0.04712023225879208
263,0.14909078215714544,0.0024441111829040236,0.049437952859154914
264,0.13953264337033033,0.0022874203831201693,0.047826983838834845
265,0.12383121892344207,0.0020300199823515093,0.04505574305625765
266,0.1292073504300788,0.002118153285738997,0.04602339932837422
267,0.1314957245485857,0.0021556676155505853,0.04642916772407821
268,0.13164662872441113,0.002158141454498543,0.04645580108553229
269,0.132007738458924,0.002164061286211869,0.04651947211880063
270,0.13331405213102698,0.002185476264443065,0.04674907768548023
271,0.13669225969351828,0.002240856716287185,0.047337688117262175
272,0.12765080819372088,0.0020926361998970635,0.045745340745228506
273,0.12482432264368981,0.0020463003712080296,0.045236051675715795
274,0.14497524173930287,0.0023766433072016863,0.0487508287847672
275,0.1583205658243969,0.002595419111875359,0.0509452560291472
276,0.1207083617337048,0.001978825602191882,0.0444839926511985
277,0.13303048652596772,0.002180827647966684,0.04669933241457188
278,0.13842636777553707,0.002269284717631755,0.04763700995687865
279,0.13751422055065632,0.002254331484436989,0.04747980080452096
280,0.12816277390811592,0.002101029080460917,0.04583698376268793
281,0.12635160540230572,0.0020713377934804215,0.0455119522046728
282,0.14003260422032326,0.0022956164626282503,0.04791259190054584
283,0.12799530592747033,0.002098283703729022,0.04580702679424874
284,0.12521948025096208,0.00205277836476987,0.04530759720808277
285,0.12249328172765672,0.0020080865856992904,0.044811679121622865
286,0.1367533298325725,0.0022418578661077457,0.04734826148981339
287,0.12137150706257671,0.0019896968370914214,0.044606017947037384
288,0.13696862815413624,0.002245387346789119,0.04738551832352495
289,0.1303128310246393,0.00213627591843671,0.046219864976400675
290,0.11888829903909937,0.0019489885088376944,0.04414734996392982
291,0.11892017512582242,0.0019495110676364333,0.04415326791570963
292,0.11049099883530289,0.0018113278497590638,0.042559697481996554
293,0.10223303339444101,0.0016759513671219838,0.04093838500871748
294,0.12746033951407298,0.0020895137625257867,0.045711199530594104
295,0.12663274735677987,0.002075946677979998,0.045562557851595624
296,0.13916887599043548,0.002281456983449762,0.047764599688993124
297,0.11750397610012442,0.0019262946901659741,0.04388957382073759
298,0.12666757183615118,0.0020765175710844457,0.04556882235788463
299,0.12067513196961954,0.001978280851960976,0.04447786923809386
300,0.11125413386616856,0.001823838260101124,0.04270641942496613
301,0.13023410749156028,0.002134985368714103,0.04620590188183868
302,0.11773585493210703,0.0019300959824935578,0.04393285766363893
303,0.12273691734299064,0.0020120806121801745,0.044856221554876584
304,0.11492412455845624,0.0018840020419419055,0.04340509235034416
305,0.10612255812156945,0.0017397140675667123,0.04170987973570185
306,0.14791076711844653,0.002424766674072894,0.049241919886138616
307,0.11854985309764743,0.0019434402147155317,0.044084466819000225
308,0.1255537752294913,0.0020582586103195296,0.045368035116362816
309,0.11846490926109254,0.0019420476928047959,0.04406867019555725
310,0.11360423278529197,0.0018623644718900323,0.043155121038991794
311,0.13568226958159357,0.0022242995013375994,0.047162479804793975
312,0.1220620006788522,0.0020010164045713473,0.044732721855162666
313,0.1139087111223489,0.0018673559200385065,0.04321291381101842
314,0.11988885910250247,0.001965391132827909,0.044332732070422966
315,0.11537309305276722,0.0018913621811929052,0.04348979398885335
316,0.13668733939994127,0.002240776055736742,0.047336836139910556
317,0.11882194719510153,0.001947900773690189,0.044135028873789006
318,0.12016739312093705,0.0019699572642776567,0.044384200615507956
319,0.11028656247071922,0.0018079764339462166,0.04252030613655335
320,0.10535970400087535,0.001727208262309432,0.04155969516622363
321,0.1117453807964921,0.0018318914884670836,0.042800601496557074
322,0.10054409148870036,0.0016482637948967273,0.040598815190799935
323,0.11631107988068834,0.0019067390144375139,0.043666222809369645
324,0.1232404955662787,0.0020203359928898145,0.044948147824908365
325,0.2015303618973121,0.0033037764245461,0.05747848662365859
326,0.15779783797916025,0.0025868498029370532,0.0508610833834382
327,0.15996818069834262,0.0026224291917761084,0.051209659164810975
328,0.12717056891415268,0.002084763424822175,0.04565920963860604
329,0.11515293980482966,0.0018877531115545846,0.043448280881463935
330,0.10706512426258996,0.0017551659715178683,0.04189470099568522
331,0.11259482387686148,0.0018458167848665818,0.042962969926048894
332,0.10683951585087925,0.0017514674729652336,0.04185053730796336
333,0.09799521823879331,0.001606478987521202,0.040080905522719944
334,0.10036918724654242,0.0016453965122384005,0.04056348742697551
335,0.12766426417510957,0.0020928567897558945,0.045747751745368805
336,0.11100482300389558,0.0018197511967851735,0.04265854189708286
337,0.11218978930264711,0.001839176873813887,0.04288562549169461
338,0.10244784463429824,0.001679472862857348,0.04098137214463845
339,0.09622983250301331,0.0015775382377543165,0.039718235582088944
340,0.1174629628076218,0.0019256223411085543,0.04388191359898237
341,0.11693300330080092,0.0019169344803409987,0.04378281032940894
342,0.10526576987467706,0.0017256683586012633,0.04154116462740619
343,0.09562407387420535,0.001567607768429596,0.039593026765196875
344,0.10987455456051975,0.00180122220591016,0.0424408082617445
345,0.12076015397906303,0.001979674655394476,0.04449353498424772
346,0.11472025467082858,0.001880659912636534,0.04336657598469741
347,0.10524173686280847,0.0017252743748001388,0.04153642226769343
348,0.11511801229789853,0.0018871805294737463,0.043441691144265396
349,0.11668195750098675,0.0019128189754260125,0.04373578598157363
350,0.10547713353298604,0.0017291333366063286,0.041582849067930985
351,0.10540267074247822,0.0017279126351225937,0.041568168532214574
352,0.11178875633049756,0.001832602562795042,0.04280890751695308
353,0.10556390986312181,0.0017305558993954396,0.041599950713858296
354,0.11096926825121045,0.0018191683319870567,0.04265170960216081
355,0.09639221662655473,0.001580200272566471,0.039751732950482434
356,0.09824649279471487,0.0016105982425363094,0.04013225937492567
357,0.09937972581246868,0.0016291758329912897,0.04036305034299675
358,0.11031096987426281,0.0018083765553157838,0.04252501093845578
359,0.11128019646275789,0.0018242655157829162,0.0427114213739477
360,0.10933052113978192,0.0017923036252423265,0.042335607061223614
361,0.11235485505312681,0.0018418828697233903,0.042917162880640077
362,0.10875803459202871,0.0017829185998693231,0.04222462077827725
363,0.11369825340807438,0.00186390579357499,0.04317297526896878
364,0.10857039073016495,0.0017798424709863105,0.04218817928029498
365,0.10220825381111354,0.0016755451444444842,0.04093342331694827
366,0.11030873208073899,0.001808339870176049,0.042524579600227076
367,0.10786228103097528,0.00176823411526189,0.04205037592295567
368,0.1163603804889135,0.0019075472211297297,0.04367547619808775
369,0.11763743916526437,0.001928482609266629,0.04391449201877017
370,0.11244598915800452,0.0018433768714426972,0.04293456499654675
371,0.14284701744327322,0.002341754384315954,0.04839167680826894
372,0.09836540365358815,0.0016125476008784943,0.04015653870639867
373,0.11653749889228493,0.0019104508015128677,0.043708703955995624
374,0.10975052858702838,0.0017991889932299735,0.042416847987916
375,0.09937095560599118,0.0016290320591146096,0.0403612692951375
376,0.0957186981686391,0.0015691589863711327,0.03961261145608975
377,0.10831270896596834,0.0017756181797699729,0.042138084671351314
378,0.09706637635827065,0.0015912520714470597,0.039890501017749325
379,0.10080083290813491,0.0016524726706251625,0.040650617100176506
380,0.10151165578281507,0.0016641255046363126,0.04079369442250006
381,0.09568101447075605,0.0015685412208320665,0.03960481310184491
382,0.09906740579754114,0.001624055832746576,0.04029957608643763
383,0.10538055672077462,0.0017275501101766332,0.041563807695838374
384,0.10478341253474355,0.001717760861225304,0.04144587870012294
385,0.09621697262628004,0.0015773274201029515,0.0397155815783044
386,0.1013494991348125,0.0016614671989313525,0.04076109908885373
387,0.09508223901502788,0.0015587252297545554,0.039480694393013854
388,0.10059490299317986,0.0016490967703799977,0.04060907251317121
389,0.10775117709999904,0.0017664127393442466,0.04202871327252652
390,0.0997384530492127,0.0016350566073641425,0.040435833209718115
391,0.09972983069019392,0.0016349152572162939,0.04043408533918251
392,0.09529006778029725,0.0015621322586933976,0.03952381887790447
393,0.11024684098083526,0.001807325261980906,0.0425126482588524
394,0.11675547831691802,0.0019140242347035741,0.04374956268014086
395,0.10913461993914098,0.001789092130149852,0.04229766104821698
396,0.10571998957311735,0.001733114583165858,0.04163069280189627
397,0.10098316165385768,0.0016554616664566832,0.04068736494855231
398,0.09661455359309912,0.0015838451408704774,0.03979755194569733
399,0.08950245811138302,0.0014672534116620167,0.038304743983768076
400,0.08485962153645232,0.001391141336663153,0.03729800714063893
401,0.09442849108017981,0.001548008050494751,0.039344733453090655
402,0.09824389271670952,0.0016105556183067136,0.040131728324440674
403,0.11037157534155995,0.0018093700875665565,0.04253669107448952
404,0.10890910250600427,0.0017853951230492504,0.042253936184091186
405,0.09498433140106499,0.0015571201869027048,0.039460362224676866
406,0.09592620411422104,0.0015725607231839515,0.03965552575851128
407,0.08970213233260438,0.0014705267595508914,0.03834744788836529
408,0.10247813747264445,0.001679969466764663,0.04098743059481361
409,0.094550738169346,0.0015500121011368198,0.03937019305435039
410,0.09742875763913617,0.00159719274818256,0.0399648939468449
411,0.09186211228370667,0.001505936266946011,0.03880639466564771
412,0.08829037827672437,0.0014473832504381045,0.03804449040844291
413,0.11250264209229499,0.0018443056080704096,0.042945379356461734
414,0.1031329813413322,0.0016907046121529868,0.04111817860938136
415,0.09384105500066653,0.0015383779508305988,0.03922216147576009
416,0.08321123744826764,0.0013641186466929122,0.036933976859971525
417,0.10106224624905735,0.0016567581352304483,0.04070329391130954
418,0.09134874434676021,0.0014975203991272165,0.03869780871221543
419,0.09619088983163238,0.0015768998333054488,0.039710198102067544
420,0.11751085938885808,0.0019264075309648866,0.043890859309939315
421,0.1135331189725548,0.0018611986716812264,0.04314161183452962
422,0.10665069619426504,0.0017483720687584432,0.04181353929959102
423,0.0943358222139068,0.0015464888887525704,0.03932542293164271
424,0.10090084158582613,0.0016541121571446906,0.04067077768059876
425,0.09333615266950801,0.0015301008634345575,0.039116503722016846
426,0.09215124865295365,0.0015106762074254697,0.03886741832725026
427,0.09162438567727804,0.0015020391094635744,0.03875614931160698
428,0.10801599221304059,0.0017707539707055835,0.04208032759741283
429,0.09127238241489977,0.0014962685641786847,0.03868163083659587
430,0.09707584814168513,0.001591407346585002,0.039892447237353114
431,0.09644578647566959,0.0015810784668142555,0.039762777403172626
432,0.08859967085300013,0.0014524536205409858,0.038111069527644925
433,0.08885971584822983,0.0014567166532496692,0.038166957610604346
434,0.09599900664761662,0.0015737542073379774,0.03967057104880112
435,0.08322584582492709,0.0013643581282774932,0.03693721874041809
436,0.08277744130464271,0.0013570072345023396,0.03683757910751383
437,0.11864126019645482,0.001944938691745161,0.0441014590659443
438,0.10313742246944457,0.0016907774175318783,0.041119063918477985
439,0.10571335477288812,0.0017330058159489856,0.04162938644694377
440,0.10059928585542366,0.0016491686205807156,0.0406099571605378
441,0.08752073813229799,0.001434766198890131,0.037878307761700904
442,0.10031577880727127,0.0016445209640536273,0.04055269367198223
443,0.09351862961193547,0.0015330922887202537,0.03915472243191431
444,0.0929724631132558,0.0015241387395615704,0.03904021951221036
445,0.10560916125541553,0.0017312977254986153,0.041608865948240106
446,0.09812504425644875,0.0016086072828926023,0.04010744672617047
447,0.10551482799928635,0.0017297512786768254,0.041590278655917
448,0.10683997196611017,0.0017514749502641012,0.04185062664123563
449,0.10358361282851547,0.0016980920135822209,0.04120791202648128
450,0.09355663222959265,0.0015337152824523386,0.03916267716145486
451,0.09043834044132382,0.0014825957449397346,0.03850448993221095
452,0.09131643862929195,0.0014969907972015074,0.038690965317519636
453,0.09814697317779064,0.001608966773406404,0.04011192806892239
454,0.09032730507897213,0.0014807754930979038,0.03848084579499136
455,0.09646554058417678,0.0015814023046586358,0.03976684931772488
456,0.08580524346325547,0.0014066433354632043,0.037505244106167394
457,0.08541133184917271,0.0014001857680192248,0.037419056214971866
458,0.0803729368490167,0.0013175891286724048,0.036298610561182706
459,0.10139411606360227,0.0016621986239934799,0.0407700701985351
460,0.10659719537943602,0.0017474950062202625,0.04180305020235082
461,0.08709412690950558,0.0014277725722869766,0.037785877947812414
462,0.09045713662635535,0.0014829038791205795,0.03850849100030511
463,0.0976672598044388,0.0016011026197448983,0.0400137803730777
464,0.10865342343458906,0.0017812036628621158,0.04220430858173269
465,0.0995105168549344,0.0016313199484415475,0.04038960198419325
466,0.10702262696577236,0.0017544692945208585,0.04188638555092643
467,0.09047732996987179,0.0014832349175388818,0.038512789012727734
468,0.08870223083067685,0.0014541349316504403,0.038133121189465206
469,0.09178214351413772,0.0015046253035104543,0.03878949991312668
470,0.09241547947749496,0.0015150078602868026,0.03892310188418701
471,0.08927056944230571,0.0014634519580705855,0.038255090616421045
472,0.07897213252726942,0.0012946251233978594,0.03598089942452606
473,0.08219959656707942,0.0013475343699521217,0.03670877783244931
