Epoch,Loss,MSE,MAE
1,4.35472000669688,0.07138885256880131,0.2671869243971368
2,1.0701504396274686,0.0175434498299585,0.13245168866405027
3,0.9593664393760264,0.015727318678295514,0.1254086068748693
4,0.8428293201141059,0.013816874100231245,0.11754520024327342
5,0.7533571696840227,0.01235011753580365,0.11113108267178742
6,0.7716569355688989,0.012650113697850802,0.11247272423948307
7,0.7516126441769302,0.012321518756998856,0.11100233671864235
8,0.6581244212575257,0.010788924938647962,0.10386974987284778
9,0.7038254095241427,0.011538121467608898,0.1074156481505786
10,0.6794192777015269,0.01113802094592667,0.10553682270149443
11,0.6842081337235868,0.011216526782353882,0.1059081053666521
12,0.6329576265998185,0.010376354534423253,0.10186439286827981
13,0.6514471275731921,0.010679461107757247,0.10334147815740419
14,0.6178052783943713,0.010127955383514284,0.10063774333476623
15,0.6173394150100648,0.010120318278853522,0.10059979263822327
16,0.61040158290416,0.010006583326297705,0.10003291121574792
17,0.6239907257258892,0.010229356159440806,0.10114027960926747
18,0.6168428850360215,0.010112178443213467,0.10055932797713729
19,0.5622857953421772,0.009217799923642248,0.09600937414462324
20,0.6110077421180904,0.010016520362591645,0.10008256772581149
21,0.5887796645984054,0.009652125649154186,0.09824523219553297
22,0.5472188219428062,0.008970800359718135,0.09471430916032769
23,0.5025419536978006,0.008238392683570503,0.09076559195846465
24,0.5078595485538244,0.008325566369734827,0.09124454158871548
25,0.5288723215926439,0.008670038058895801,0.09311303914541616
26,0.47263816464692354,0.007748166633556123,0.08802367087071593
27,0.47437706450000405,0.007776673188524656,0.08818544771403418
28,0.5163284228183329,0.008464400374071031,0.09200217592030653
29,0.4707332707475871,0.007716938864714543,0.08784610899017976
30,0.5056360736489296,0.008289115961457863,0.0910445822740588
31,0.4853699856903404,0.007956885011317055,0.08920137337124948
32,0.4584215395152569,0.0075151072051681455,0.08668971798989858
33,0.48639558581635356,0.007973698128136943,0.08929556611689599
34,0.5399966365657747,0.008852403878127454,0.09408721421174852
35,0.4574694156181067,0.007499498616690274,0.08659964559217476
36,0.43731796694919467,0.007169146999167126,0.08467081551022836
37,0.4389541745185852,0.007195970074075167,0.0848290638524036
38,0.4475383616518229,0.0073366944533085725,0.0856545063222512
39,0.4162334087304771,0.006823498503778313,0.0826044702408914
40,0.4151031393557787,0.006804969497635717,0.08249223901456255
41,0.45019491598941386,0.007380244524416621,0.08590834956170804
42,0.4117823764681816,0.006750530761773469,0.08216161367556914
43,0.44941176660358906,0.0073674060098949026,0.0858335948792482
44,0.4365498630795628,0.007156555132451849,0.08459642505716095
45,0.3697276401799172,0.006061108855408479,0.07785312360726755
46,0.4178121704608202,0.006849379843620003,0.08276098019972941
47,0.42835768382065,0.0070222571118139345,0.08379890877460121
48,0.3626967314630747,0.005945848056771716,0.07710932535544399
49,0.3704210431315005,0.006072476116909844,0.07792609394105317
50,0.37883420824073255,0.006210396856405452,0.07880607119001334
51,0.36954178870655596,0.006058062109943541,0.0778335538822656
52,0.3883782126940787,0.006366855945804569,0.07979258076917031
53,0.39322021137923,0.00644623297343,0.08028843611274292
54,0.40366603597067297,0.006617475999519229,0.08134787028262774
55,0.3666275681462139,0.006010288002396949,0.07752604725121066
56,0.4048820093739778,0.006637409989737341,0.08147030127437446
57,0.36873676744289696,0.006044865040047491,0.07774873015070723
58,0.33213999471627176,0.00544491794616839,0.07378968726162477
59,0.370760663645342,0.006078043666317082,0.07796180902414387
60,0.3527633538469672,0.005783005800769955,0.0760460768269472
61,0.3917192886583507,0.006421627682923782,0.08013505901241841
62,0.3310707223135978,0.005427388890386849,0.07367081437303954
63,0.3580662270542234,0.005869938148429892,0.07661552158949185
64,0.3504576983395964,0.00574520816950158,0.07579715146033907
65,0.35628708451986313,0.005840771877374805,0.07642494276984972
66,0.33656433247961104,0.005517448073436246,0.07427952661020563
67,0.34934948314912617,0.005727040707362724,0.07567721392442195
68,0.34401138685643673,0.0056395309320727335,0.07509681039879612
69,0.331763963913545,0.005438753506779427,0.07374790510095475
70,0.31880626105703413,0.0052263321484759696,0.07229337555043318
71,0.348490888485685,0.005712965385011229,0.075584160940049
72,0.33840931253507733,0.005547693648116022,0.07448284129996668
73,0.32281259912997484,0.0052920098218028665,0.07274620142524878
74,0.3525542493443936,0.005779577858104813,0.07602353489614129
75,0.31744782207533717,0.005204062656972741,0.07213918946711795
76,0.293439929606393,0.004810490649285131,0.06935770072086539
77,0.31563577812630683,0.005174357018464046,0.07193300368025825
78,0.2917800033465028,0.004783278743385292,0.06916125174825345
79,0.31815282825846225,0.005215620135384627,0.07221925044878703
80,0.3264804957434535,0.005352139274482844,0.07315831650935418
81,0.3092362373135984,0.005069446513337679,0.0712000457397162
82,0.3129982268437743,0.005131118472848759,0.0716318258377431
83,0.3219241229817271,0.005277444639044707,0.07264602287148765
84,0.2693943716585636,0.004416301174730551,0.06645525693826299
85,0.28589416155591607,0.0046867895337035425,0.0684601309793046
86,0.26516566844657063,0.004346978171255256,0.06593161738692034
87,0.2991419234313071,0.00490396595789028,0.07002832254088541
88,0.27209431398659945,0.004460562524370482,0.06678744286443734
89,0.2749374848790467,0.004507171883263061,0.06713547410470161
90,0.27972651878371835,0.004585680635798661,0.06771765379720905
91,0.28899024706333876,0.004737545033825226,0.06882982662934163
92,0.2831981391645968,0.004642592445321259,0.06813657201034742
93,0.27795876166783273,0.004556701010948077,0.06750334073916696
94,0.3149147913791239,0.0051625375635921955,0.07185080071643041
95,0.33034298568964005,0.0054154587817973774,0.07358980080009306
96,0.31918331689666957,0.0052325133917486815,0.07233611402161912
97,0.3045242576627061,0.004992200945290263,0.07065550895217063
98,0.24179630796425045,0.003963873901053286,0.06295930353056081
99,0.2750671694520861,0.004509297859870264,0.06715130571977185
100,0.2650494403205812,0.004345072792140675,0.06591716614161044
101,0.25056932447478175,0.004107693843848881,0.06409129304241631
102,0.26934126566629857,0.004415430584693419,0.06644870641851065
103,0.25573645951226354,0.0041924009756108774,0.06474875269540624
104,0.29312931769527495,0.0048053986507422125,0.06932098275949507
105,0.305224236799404,0.005003676013104984,0.0707366666807603
106,0.3013073834590614,0.004939465302607564,0.0702813296872474
107,0.24419963732361794,0.00400327274301013,0.06327142121851011
108,0.2589110187254846,0.0042444429299259775,0.06514938932887995
109,0.2513853559503332,0.004121071409021855,0.06419557156862034
110,0.23867582506500185,0.003912718443688555,0.06255172614475603
111,0.2725514159537852,0.00446805599924238,0.06684351875269869
